<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",374884,8,7,"Acting Out","3","f",55.50,1,1.13.28,0.36.89,," 1/2 LEN","Stephen Marsh","Cambridge",4.40,1.80,5400.00,"Danielle Johnson",55.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Tongue Tie (1st time)",287687,"SHOWCASING (GB) 2007",271962,"RAY'S GIRL (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",376444,9,9,"Bendermerry","3","f",55.50,7,1.14.17,0.37.26,5.30," ","Murray Baker & Andrew Forsman","Cambridge",6.10,0.00,200.00,"Lynsey Satherley",55.50,0.00,52,0,0,"Approved Plates, Lugging Bit",255433,"PERFECTLY READY (AUS) 2002",214487,"MOLLY WHOPPY (NZ) 2000",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",367098,11,2,"Tra Cee Ann","3","f",55.50,2=,1.13.40,0.36.81,0.50," DEAD HEAT","Stephen Autridge & Kris Shailer","Matamata",6.70,2.00,1100.00,"Craig Grylls",55.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287687,"SHOWCASING (GB) 2007",231437,"TRA CEE (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",377382,12,6,"Gee Vee Kaye","3","f",55.50,9,1.15.44,0.38.97,13.20," ","Tanya Donaldson","Cambridge",40.60,0.00,200.00,"Trudy Thornton",55.50,0.00,45,0,0,"Approved Plates, Tongue Control Bit",291339,"VESPA (NZ) 2011",223268,"MILORD A LADY (NZ) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",376651,2,7,"Cutting Edge","3","g",57.50,10,1.15.22,0.37.49,14.90," ","Peter McKay","Matamata",7.70,0.00,200.00,"Shaun McKay",57.50,0.00,51,0,0,"Approved Plates, Standard Bit, Ear Covers (1st time)",258606,"JIMMY CHOUX (NZ) 2007",290657,"QUEEN OF NAVARRE (NZ) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",381777,3,3,"Jack Of Hearts","3","g",57.50,8,1.14.73,0.37.42,11.80," ","Stephen Ralph","Te Awamutu",19.00,0.00,200.00,"Trudy Thornton",57.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Side Winkers",324908,"JAKKALBERRY (IRE) 2006",300671,"RED ALERT (NZ) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",372840,4,11,"Sacred Armour","3","g",57.50,2,1.13.06,0.35.55,0.40," 3 1/4 LEN","Graham Richardson & Rogan Norvall","Matamata",3.70,1.50,1500.00,"Vinnie Colgan",57.50,0.00,47,0,0,"Approved Plates, Lugging Bit",271956,"SACRED FALLS (NZ) 2009",287279,"FLORAMOUR (AUS) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",378205,5,6,"Burcha","3","g",57.50,9,1.15.01,0.37.61,13.60," ","Team Rogerson","Tuhikaramea",50.40,0.00,200.00,"Brandon May",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",268744,"BURGUNDY (NZ) 2008",228484,"CULLCHA (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",375744,6,1,"Khant Reid","3","g",57.50,11,1.15.64,0.37.93,17.50," ","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",62.20,0.00,200.00,"Taiki Yanagida",56.50,1.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",300491,"MONGOLIAN KHAN (AUS) 2011",233174,"FLORETTE (USA) 1997",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371470,7,5,"Darci Diva","3","f",55.50,7,1.14.40,0.37.25,9.80," ","Stephen Marsh","Cambridge",4.30,0.00,200.00,"Wiremu Pinn",53.50,2.00,52,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",250594,"ITALIC (GB) 2003",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",381511,8,9,"Radiant Rosie (AUS)","3","f",55.50,1,1.13.00,0.35.97,," LONG NECK","Frank Ritchie","Cambridge",21.00,4.70,5400.00,"Ashvin Goindasamy",54.50,1.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",350625,"TORONADO (IRE) 2010",381512,"ROCHIE ROSIE (AUS) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",381816,9,10,"Shannon's Joy","3","f",55.50,6,1.14.16,0.36.37,8.30," ","Stephen McKee","Ardmore",12.40,0.00,200.00,"Samantha Collett",55.50,0.00,47,0,0,"Approved Plates, Lugging Bit",287992,"EL ROCA (AUS) 2010",229203,"EIGHT BELLES (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",378032,10,4,"Tereine","3","f",55.50,3,1.13.46,0.36.05,3.70," 3/4 LEN","Stephen Marsh","Cambridge",6.60,2.30,700.00,"Danielle Johnson",55.50,0.00,47,0,0,"Approved Plates, Lugging Bit",325398,"ALL TOO HARD (AUS) 2009",365526,"WATERFALLS (AUS) 2012",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",377366,11,2,"Sacred Option","3","f",55.50,4,1.13.59,0.36.04,4.50," 2 1/4 LEN","Tony Pike","Cambridge",6.20,0.00,400.00,"Michael McNab",55.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers",271956,"SACRED FALLS (NZ) 2009",272382,"SUITELY (AUS) 2000",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209978,7,,Flat,1200,"MDN 3YO","ALMANZOR AT KARAKA 2021",10000.00,15:20:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",372716,13,8,"Tavidora","3","f",55.50,5,1.13.93,0.36.20,6.80," 1 1/2 LEN","Margaret Falconer","Cambridge",28.00,0.00,200.00,"Sam Weatherley",55.50,0.00,45,0,0,"Approved Plates, Standard Bit",248656,"TAVISTOCK (NZ) 2005",283259,"OSMUNDA (NZ) 2010",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",364985,2,4,"Shezathinka (AUS)","5","m",59.00,3,1.38.50,0.36.33,0.90," 1 LEN","Jamie Richards","Matamata",4.10,1.80,770.00,"Troy Harris",59.00,0.00,76,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Visor Blinkers, Nasal Strip, Tongue Tie",252271,"SO YOU THINK (NZ) 2006",245794,"HEADSUP (NZ) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",380485,3,7,"Red Hussar (AUS)","4","g",58.00,1,1.38.34,0.35.89,," LONG NECK","Graham Richardson & Rogan Norvall","Matamata",3.70,1.60,5940.00,"Vinnie Colgan",58.00,0.00,70,0,0,"Approved Plates, Lugging Bit",277589,"HUSSON (ARG) 2003",380486,"LOHAN (AUS) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",368543,4,1,"Zoltan","3","g",57.50,5,1.38.88,0.36.85,3.40," HEAD","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",5.20,0.00,220.00,"Craig Grylls",57.50,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers",255989,"IFFRAAJ (GB) 2001",234603,"EBONY BABE (NZ) 2003",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",344405,5,5,"Sagunto","5","g",57.00,8,1.38.95,0.36.99,4.00," ","Peter McKay","Matamata",8.20,0.00,220.00,"Masa Hashizume",55.00,2.00,68,0,0,"Approved Plates, Lugging Bit, Tongue Tie",172521,"O'REILLY (NZ) 1993",252875,"QUEEN SABEEL (NZ) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",330158,6,6,"Civilised","6","g",56.50,7,1.38.93,0.36.50,3.80," ","Fred & Lindsay Cornege","",10.40,0.00,220.00,"Kozzi Asano",55.50,1.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",252669,"CIVICS (AUS) 1999",255350,"DONNA MAJELLA (AUS) 1998",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",347499,8,8,"Kiwianna","5","m",54.50,6,1.38.90,0.36.37,3.60," ","Stephen Marsh","Cambridge",7.00,0.00,220.00,"Samantha Collett",54.50,0.00,67,0,0,"Approved Plates, Lugging Bit",301053,"CAPE BLANCO (IRE) 2007",239893,"VOLIERA (AUS) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",334188,9,9,"Honesty","6","m",54.00,2,1.38.42,0.36.33,0.40," 1/2 LEN","Lynda German","Clevedon",12.70,3.50,1650.00,"Wiremu Pinn",52.00,2.00,60,0,0,"Ear Covers Pre-Race, Approved Plates (Hind), Bar Plates (Front), Lugging Bit, Visor Blinkers",225552,"POSTPONED (USA) 1997",278025,"REQUIEM MOSS (AUS) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209973,8,,Flat,1600,"Rating 74 Benchmark","VISIT WENTWOOD GRANGE AT BARN H MILE",11000.00,15:55:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Slow",7,"Showery",340707,10,3,"Endean Lass","5","m",54.00,4,1.38.66,0.36.33,1.90," 1 1/2 LEN","Iain Kennedy","Rotorua",19.30,0.00,440.00,"Tegan Newman",52.50,1.50,59,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip",248656,"TAVISTOCK (NZ) 2005",267115,"EVENADUCHESS (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",351091,1,1,"Oceana Lad","5","g",58.50,3,1.39.02,0.37.87,4.50," 2 3/4 LEN","Nick Smith","Cambridge",5.30,1.90,700.00,"Ryan Elliot",58.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Nose Band",265282,"OCEAN PARK (NZ) 2008",264199,"EXCUSE O' (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",351415,4,4,"Jojakk","5","g",58.50,4,1.39.44,0.38.60,7.30," 2 LEN","Stephen Ralph","Te Awamutu",33.30,0.00,400.00,"Masa Hashizume",56.50,2.00,47,0,0,"Approved Plates, Lugging Bit, Blinkers",324908,"JAKKALBERRY (IRE) 2006",217501,"FAST ARRIVAL (NZ) 2000",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",353934,5,9,"Perfect Dimension","4","g",58.50,6,1.39.88,0.38.69,10.10," ","Murray Baker & Andrew Forsman","Cambridge",27.20,0.00,200.00,"Jonathan Riddell",58.50,0.00,46,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",255989,"IFFRAAJ (GB) 2001",292707,"PERFECT PARADISE (GB) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",329895,6,13,"Anhedonia","6","g",58.50,8,1.40.43,0.39.09,13.60," ","Bernese Muir","Tauranga",62.40,0.00,200.00,"Jacqui Fillmore",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",270278,"SAKHEE'S SECRET (GB) 2004",205350,"DANCING VIKING (CAN) 1991",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",359074,9,3,"Allbright","4","m",56.50,5,1.39.75,0.38.13,9.30," 3/4 LEN","Shaune Ritchie & Colm Murray","Cambridge",8.10,0.00,200.00,"Wiremu Pinn",54.50,2.00,52,0,0,"Approved Plates, Lugging Bit",337140,"ALBRECHT (AUS) 2009",220260,"SUNSET STRIPPER (AUS) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",360071,10,12,"Vistock","4","m",56.50,2,1.38.84,0.37.37,3.00," 1 1/2 LEN","Stephen McKee","Ardmore",3.70,1.50,1500.00,"Leith Innes",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",245346,"FEELIN' PRETTY (NZ) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",353369,12,6,"Missouri","4","m",56.50,7,1.40.16,0.38.78,11.80," ","Stephen McKee","Ardmore",18.60,0.00,200.00,"Andrew Calder",56.50,0.00,51,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",314355,"ALL OUR CHIPS (AUS) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",381520,14,5,"Plucky Miss (AUS)","4","m",56.50,10,1.41.14,0.39.43,18.00," ","Roger James & Robert Wellwood","Cambridge",13.80,0.00,200.00,"Vinnie Colgan",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",324966,"PIERRO (AUS) 2009",381521,"PLUCKY LADY (AUS) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",346770,16,2,"Jelly Tip","5","m",56.50,12,1.42.00,0.40.57,23.40," ","Murray Garrett","Huntly",58.90,0.00,200.00,"Jasmine Fawcett",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit",258606,"JIMMY CHOUX (NZ) 2007",265189,"TIP TOP LASS (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",396004,17,10,"Exquisita (AUS)","4","m",56.50,11,1.41.50,0.39.79,20.30," ","Graham Richardson & Rogan Norvall","Matamata",64.60,0.00,200.00,"Craig Grylls",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers (1st time)",287812,"MANHATTAN RAIN (AUS) 2006",396005,"DI MARIA (AUS) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",376071,19,7,"Maasir","3","g",57.00,1,1.38.42,0.37.03,," 3 LEN","Jamie Richards","Matamata",2.80,1.40,5400.00,"Danielle Johnson",57.00,0.00,52,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",337555,"PROISIR (AUS) 2009",239061,"MAAKEL (USA) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209977,9,,Flat,1600,"MDN","RACE A HORSE WITH TE AKAU-5X KM WINNER MILE",10000.00,16:30:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Showery",380899,20,11,"Silent Zone (AUS)","3","g",57.00,9,1.40.89,0.39.89,16.40," ","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",42.10,0.00,200.00,"Trudy Thornton",57.00,0.00,49,0,0,"Approved Plates, Lugging Bit, Blinkers",337096,"EUROZONE (AUS) 2010",380900,"UNEASY SILENCE (AUS) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371053,1,11,"Sacred Command","3","g",57.50,1,1.39.08,0.37.04,," 1 LEN","Tony Pike","Cambridge",2.00,1.20,5400.00,"Leith Innes",57.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Side Winkers on, Nose Band",336891,"EPAULETTE (AUS) 2009",306367,"LA BOHEME (NZ) 2012",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",368713,3,5,"Mambo Italiano","3","g",57.50,10,1.39.96,0.37.20,5.50," ","Susan Richards","Cambridge",80.50,0.00,200.00,"Mubs Kareem",54.50,3.00,47,0,0,"Approved Plates, Lugging Bit",291339,"VESPA (NZ) 2011",296987,"NOMA (NZ) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",378636,4,9,"Brookbourne","3","g",57.50,12,1.40.98,0.38.74,11.90," ","Team Rogerson","Tuhikaramea",97.50,0.00,200.00,"Brandon May",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Tongue Tie (1st time)",238720,"EKRAAR (USA) 1997",229416,"SHINEAD (NZ) 2002",
